2025-08-05T16:10:08.117Z,worker-mdx1cfr1hv8jwsw7aa,123.49.52.54,12,"Firefox on Windows",Connected
2025-08-05T16:10:08.654Z,worker-mdyqib20vb2ouoc7sg,123.49.52.54,12,"Firefox on Windows",Connected
2025-08-05T16:11:57.156Z,worker-mdyqlqzi9v3r6d42x2k,160.202.144.166,4,"Chrome on Windows",Connected
2025-08-05T16:11:58.721Z,worker-mdyqls4v6tbk8r2le4o,160.202.144.166,4,"Chrome on Windows",Connected
2025-08-05T16:12:14.308Z,worker-mdyqm3si9968f2cnnoe,160.202.144.166,4,"Chrome on Windows",Connected
2025-08-05T16:13:16.746Z,worker-mdyoc43phchzn32hjim,160.202.144.166,4,"Chrome on Windows",Disconnected
2025-08-05T16:13:28.353Z,worker-mdyqnqp6e6b61f98cnr,160.202.144.166,4,"Chrome on Windows",Connected
